"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11598765-<b>A</b>,"2 x 10-9",,0.1966,'-,"0.0106 unit decrease",[0.0071-0.0141],KIAA1217,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:23664796
rs806816-<b>A</b>,"5 x 10-10",,0.7498,'-,"0.0101 unit increase",[0.007-0.0132],"KIF5B, RN7SL825P","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:31997014
rs2007655-<b>T</b>,"9 x 10-10",,0.4976,'-,"0.0086 unit increase",[0.0059-0.0113],PARD3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:34297761
rs11003463-<b>T</b>,"6 x 10-10",,0.6114,'-,"0.0091 unit increase",[0.0062-0.012],FAM21EP,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:50042033
rs2588959-<b>T</b>,"1 x 10-8",,0.5019,'-,"0.008 unit decrease",[0.0053-0.0107],"ARID5B, LINC02625","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:61839198
rs61853335-<b>T</b>,"3 x 10-9",,0.1769,'-,"0.0109 unit decrease",[0.0074-0.0144],"NRBF2, RNU6-543P","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:63124977
rs7924036-<b>T</b>,"3 x 10-21",,0.5124,'-,"0.0133 unit increase",[0.011-0.016],JMJD1C,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:63431885
rs11591870-<b>T</b>,"2 x 10-8",,0.798,'-,"0.0098 unit increase",[0.0065-0.0131],MRPL35P2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:63734276
rs10995639-<b>T</b>,"4 x 10-8",,0.4199,'-,"0.0078 unit increase",[0.0051-0.0105],RPL7AP50,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:63813435
rs10996167-<b>C</b>,"7 x 10-9",,0.6512,'-,"0.0113 unit increase",[0.0074-0.0152],"NEK4P3, LINC02671","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:65054170
rs12359372-<b>T</b>,"6 x 10-10",,0.6624,'-,"0.0092 unit decrease",[0.0063-0.0121],CTNNA3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:66008193
rs10509251-<b>T</b>,"4 x 10-8",,0.22,'-,"0.0093 unit decrease",[0.006-0.0126],CTNNA3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:66068678
rs7920624-<b>A</b>,"1 x 10-17",,0.4783,'-,"0.012 unit increase",[0.0093-0.0147],CTNNA3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:66203428
rs4469771-<b>T</b>,"2 x 10-11",,0.6802,'-,"0.0101 unit increase",[0.0072-0.013],CTNNA3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:66432956
rs6480234-<b>T</b>,"2 x 10-9",,0.525,'-,"0.0084 unit decrease",[0.0057-0.0111],CTNNA3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:66877136
rs111370527-<b>T</b>,"2 x 10-8",,0.0785,'-,"0.0151 unit increase",[0.0098-0.0204],FAM120AOS,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:93441474
rs2989751-<b>A</b>,"3 x 10-8",,0.244,'-,"0.0092 unit decrease",[0.0059-0.0125],PHF2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:93604365
rs10761251-<b>A</b>,"3 x 10-14",,0.6633,'-,"0.0113 unit increase",[0.0084-0.0142],PHF2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:93659264
rs111821073-<b>T</b>,"2 x 10-10",,0.1567,'-,"0.0124 unit increase",[0.0087-0.0161],SLC35D2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:96322511
rs11789013-<b>T</b>,"1 x 10-10",,0.7585,'-,"0.0106 unit increase",[0.0075-0.0137],ZNF462,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:106915136
rs10979613-<b>T</b>,"1 x 10-15",,0.6389,'-,"0.0117 unit decrease",[0.0088-0.0146],ELP1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:108925304
rs10122669-<b>A</b>,"3 x 10-8",,0.4143,'-,"0.0079 unit decrease",[0.0052-0.0106],"ZNF618, RGS3","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:113793491
rs10983324-<b>A</b>,"4 x 10-8",,0.3041,'-,"0.0084 unit increase",[0.0055-0.0113],ASTN2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:116723058
rs76235882-<b>A</b>,"5 x 10-10",,0.966,'-,"0.0241 unit increase",[0.016-0.032],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:118334403
rs7030373-<b>A</b>,"1 x 10-8",,0.2074,'-,"0.0098 unit decrease",[0.0065-0.0131],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:118399648
rs10984445-<b>A</b>,"3 x 10-16",,0.4604,'-,"0.0115 unit increase",[0.0088-0.0142],BRINP1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:119218308
rs1009470-<b>T</b>,"1 x 10-9",,0.4414,'-,"0.0086 unit increase",[0.0059-0.0113],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:119526909
rs2416759-<b>A</b>,"1 x 10-9",,0.6986,'-,"0.0093 unit decrease",[0.0064-0.0122],"MEGF9, CDK5RAP2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:120595984
rs10985402-<b>T</b>,"4 x 10-8",,0.2472,'-,"0.0089 unit increase",[0.0058-0.012],TTLL11,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:121816503
rs12375949-<b>T</b>,"2 x 10-22",,0.4312,'-,"0.0138 unit decrease",[0.011-0.017],TTLL11,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:121855621
rs2416845-<b>T</b>,"4 x 10-8",,0.9775,'-,"0.0263 unit increase",[0.017-0.036],TTLL11,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:121993153
rs1467737-<b>T</b>,"4 x 10-9",,0.4746,'-,"0.0084 unit decrease",[0.0057-0.0111],LHX6,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:122220221
rs12342546-<b>A</b>,"1 x 10-14",,0.2441,'-,"0.0128 unit decrease",[0.0095-0.0161],DENND1A,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:123566991
rs631287-<b>A</b>,"3 x 10-9",,0.558,'-,"0.0084 unit increase",[0.0057-0.0111],MAPKAP1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:125650397
rs2039204-<b>A</b>,"5 x 10-9",,0.5296,'-,"0.0082 unit increase",[0.0055-0.0109],STXBP1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:127608828
rs913509-<b>A</b>,"7 x 10-11",,0.656,'-,"0.0096 unit increase",[0.0067-0.0125],MED27,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:131862364
rs9411331-<b>A</b>,"8 x 10-22",,0.684,'-,"0.0145 unit increase",[0.012-0.017],MED27,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:132008032
rs10793903-<b>A</b>,"1 x 10-8",,0.1146,'-,"0.0126 unit increase",[0.0083-0.0169],"MED27, NTNG2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:132101265
rs12005151-<b>A</b>,"4 x 10-9",,0.3615,'-,"0.0087 unit increase",[0.0058-0.0116],"NTNG2, MED27","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:132155262
rs12682775-<b>T</b>,"1 x 10-12",,0.7754,'-,"0.0119 unit decrease",[0.0086-0.0152],DDX31,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,9:132615104
rs1865955-<b>T</b>,"4 x 10-11",,0.8244,'-,"0.0122 unit increase",[0.0085-0.0159],SHTN1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:117078479
rs4384309-<b>A</b>,"5 x 10-13",,0.4641,'-,"0.0102 unit increase",[0.0075-0.0129],TCERG1L,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:131312333
rs12761761-<b>T</b>,"5 x 10-20",,0.2395,'-,"0.0153 unit increase",[0.012-0.019],"BNIP3, PPP2R2D","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:131961871
rs7084508-<b>T</b>,"9 x 10-9",,0.3479,'-,"0.0085 unit decrease",[0.0056-0.0114],JAKMIP3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:132119442
rs12765185-<b>A</b>,"3 x 10-8",,0.2769,'-,"0.0088 unit decrease",[0.0057-0.0119],KNDC1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:133163573
rs10831656-<b>T</b>,"3 x 10-9",,0.3134,'-,"0.009 unit increase",[0.0061-0.0119],"GALNT18, MIR4299","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:11639268
rs4757957-<b>C</b>,"2 x 10-18",,0.6911,'-,"0.0133 unit increase",[0.01-0.016],TEAD1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:12859851
rs11023764-<b>A</b>,"5 x 10-10",,0.6418,'-,"0.0091 unit increase",[0.0062-0.012],LINC02682,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:15889393
rs1880088-<b>A</b>,"1 x 10-9",,0.2618,'-,"0.0097 unit decrease",[0.0066-0.0128],NELL1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:20937639
rs12789313-<b>T</b>,"7 x 10-11",,0.4907,'-,"0.0092 unit increase",[0.0065-0.0119],LUZP2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:25037391
rs11030084-<b>T</b>,"4 x 10-9",,0.1845,'-,"0.0106 unit increase",[0.0071-0.0141],"LINC00678, BDNF-AS","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:27622178
rs11030102-<b>C</b>,"5 x 10-10",,0.7479,'-,"0.0101 unit increase",[0.007-0.0132],"BDNF-AS, BDNF","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:27660049
rs72883760-<b>A</b>,"9 x 10-9",,0.1985,'-,"0.0101 unit increase",[0.0066-0.0136],"LINC02755, LINC02742","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:29310422
rs322614-<b>A</b>,"1 x 10-9",,0.3817,'-,"0.0087 unit decrease",[0.006-0.0114],LINC02755,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:29734000
rs795230-<b>T</b>,"1 x 10-8",,0.4283,'-,"0.0081 unit increase",[0.0054-0.0108],DCDC1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:30752978
rs2199409-<b>T</b>,"3 x 10-9",,0.7962,'-,"0.0103 unit increase",[0.007-0.0136],'-,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:39893684
rs10444280-<b>T</b>,"1 x 10-8",,0.7982,'-,"0.01 unit increase",[0.0065-0.0135],LRRC4C,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:41134347
rs10742591-<b>A</b>,"4 x 10-9",,0.6097,'-,"0.0084 unit decrease",[0.0057-0.0111],LINC02741,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:41527406
rs79728014-<b>A</b>,"2 x 10-11",,0.8553,'-,"0.0134 unit decrease",[0.0095-0.0173],PHF21A,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:46040694
rs12790196-<b>T</b>,"3 x 10-11",,0.3263,'-,"0.0101 unit decrease",[0.0072-0.013],TMX2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:57730375
rs75033012-<b>C</b>,"1 x 10-11",,0.0391,'-,"0.0258 unit decrease",[0.018-0.033],SYT7,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:61579561
rs7931563-<b>T</b>,"5 x 10-14",,0.6214,'-,"0.0109 unit decrease",[0.0082-0.0136],"DAGLA, RPLP0P2","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:61678953
rs628993-<b>A</b>,"4 x 10-8",,0.1073,'-,"0.0128 unit increase",[0.0083-0.0173],"MYRF, TMEM258","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:61772219
rs118093058-<b>T</b>,"4 x 10-12",,0.133,'-,"0.0146 unit increase",[0.01-0.019],GANAB,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:62646201
rs58779949-<b>A</b>,"4 x 10-9",,0.1698,'-,"0.011 unit increase",[0.0073-0.0147],"FKBP2, VEGFB","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,11:64239687
rs2657283-<b>T</b>,"2 x 10-9",,0.5884,'-,"0.0085 unit increase",[0.0058-0.0112],SAMD8,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:75160441
rs7910403-<b>T</b>,"5 x 10-12",,0.1952,'-,"0.0122 unit increase",[0.0087-0.0157],"LINC02647, LINC01519","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:85279495
rs1426619-<b>T</b>,"1 x 10-11",,0.4346,'-,"0.0096 unit increase",[0.0069-0.0123],RNLS,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:88331783
rs482787-<b>T</b>,"2 x 10-11",,0.6749,'-,"0.01 unit increase",[0.0071-0.0129],CRTAC1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:98007267
rs17882802-<b>A</b>,"3 x 10-9",,0.4295,'-,"0.0084 unit increase",[0.0057-0.0111],CHUK,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:100223656
rs11190955-<b>T</b>,"2 x 10-8",,0.354,'-,"0.0083 unit decrease",[0.0054-0.0112],"RNU2-43P, BTRC","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:101352408
rs11596387-<b>T</b>,"2 x 10-8",,0.0246,'-,"0.0258 unit increase",[0.017-0.035],ARMH3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:101846365
rs188251563-<b>A</b>,"1 x 10-9",,0.9895,'-,"0.0428 unit increase",[0.029-0.057],ARMH3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:101984548
rs73344830-<b>A</b>,"1 x 10-32",,0.4181,'-,"0.017 unit increase",[0.014-0.02],"ARMH3, HPS6","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:102057071
rs11191237-<b>T</b>,"2 x 10-8",,0.2225,'-,"0.0132 unit increase",[0.0085-0.0179],"ELOVL3, NOLC1","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:102190030
rs4919624-<b>A</b>,"7 x 10-28",,0.8022,'-,"0.0193 unit increase",[0.016-0.023],GBF1,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:102261328
rs11592299-<b>A</b>,"4 x 10-8",,0.1958,'-,"0.0097 unit increase",[0.0062-0.0132],"MFSD13A, ACTR1A","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:102466184
rs12774577-<b>T</b>,"9 x 10-13",,0.8545,'-,"0.0142 unit increase",[0.01-0.018],NT5C2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:103199730
rs10748841-<b>A</b>,"2 x 10-8",,0.6725,'-,"0.0111 unit decrease",[0.0072-0.015],NT5C2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:103236552
rs76957677-<b>T</b>,"5 x 10-8",,0.0192,'-,"0.0297 unit decrease",[0.019-0.04],NT5C2,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:103270400
rs3781339-<b>T</b>,"8 x 10-9",,0.1962,'-,"0.0104 unit decrease",[0.0069-0.0139],SH3PXD2A,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:103668394
rs11599236-<b>T</b>,"1 x 10-13",,0.5838,'-,"0.0106 unit decrease",[0.0079-0.0133],SORCS3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:104694914
rs7914674-<b>T</b>,"2 x 10-10",,0.7832,'-,"0.0139 unit decrease",[0.0096-0.0182],SORCS3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:104978917
rs790647-<b>A</b>,"4 x 10-18",,0.2278,'-,"0.0145 unit decrease",[0.011-0.018],SORCS3,"Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:105016726
rs12764593-<b>C</b>,"6 x 10-12",,0.0622,'-,"0.0202 unit increase",[0.015-0.026],"YWHAZP5, LINC02627","Educational attainment (years of education)","self reported educational attainment",'-,GCST006442,10:105732137
